algorithm,n_evaluations,mean_norm_z,std_norm_z,n_runs
ga,5276.201257861635,0.9730824751771323,0.04235355690689318,270
ga,5377.666666666667,0.9736830590379184,0.041676772901111825,270
ga,5479.132075471698,0.9742189684680713,0.04116446094107495,270
ga,5580.597484276729,0.974824655760663,0.04051891646819075,270
ga,5682.062893081761,0.9752923723344951,0.039911747265993155,270
ga,5783.528301886792,0.9757352557339826,0.03946099962141779,270
ga,5884.993710691824,0.9762018447373464,0.038896929004949114,270
ga,5986.459119496855,0.976862058017266,0.03797280829060537,270
ga,6087.924528301886,0.977165892058695,0.03759707892237788,270
ga,6189.389937106918,0.9774518795718248,0.037087796694833995,270
ga,6290.855345911949,0.9778134619142473,0.03664654761105383,270
ga,6392.320754716981,0.9781844307594234,0.03605461273727402,270
ga,6493.786163522012,0.9785994081469678,0.03541739546909187,270
ga,6595.2515723270435,0.9791253414359876,0.03454925940682148,270
ga,6696.7169811320755,0.9794096363067312,0.034155023354752685,270
ga,6798.182389937107,0.9798155963195094,0.033492104294055275,270
ga,6899.647798742139,0.9801840474442963,0.032991213322507436,270
ga,7001.11320754717,0.980470375319951,0.032605687302160985,270
ga,7102.578616352201,0.9809580044618573,0.031874297905598314,270
ga,7204.044025157233,0.981308742936703,0.031454064675773656,270
ga,7305.509433962264,0.9817598176910849,0.03096101979395443,270
ga,7406.974842767296,0.9821378981820829,0.030453631234200217,270
ga,7508.440251572327,0.9825394936886804,0.029787335230563077,270
ga,7609.905660377358,0.9829198980244095,0.029142009370982106,270
ga,7711.37106918239,0.983327215279565,0.028602310343846304,270
ga,7812.836477987421,0.983745917086808,0.027896096917157772,270
ga,7914.301886792453,0.9841181573851167,0.02703767511000301,270
ga,8015.767295597484,0.9844859084308926,0.02611998495635639,270
ga,8117.232704402515,0.9847582665057336,0.0258040133713002,270
ga,8218.698113207547,0.9850419314245542,0.02550982242987663,270
ga,8320.163522012579,0.9853249071691207,0.02517097855498934,270
ga,8421.62893081761,0.9856346213778042,0.024690086149204454,270
ga,8523.094339622641,0.985795411133636,0.024523076404828415,270
ga,8624.559748427673,0.9861780294090358,0.023990646816531656,270
ga,8726.025157232703,0.9864722868521213,0.023482369464315936,270
ga,8827.490566037735,0.9866533140215515,0.023255163412928978,270
ga,8928.955974842767,0.9868690775610789,0.022973575039824546,270
ga,9030.4213836478,0.9871972108568092,0.022473262318746835,270
ga,9131.88679245283,0.9874239251371383,0.02214460478302414,270
